property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building
10952656,Jemappes,7012,,,,,HOUSE,HOUSE,75000,BUY_REGULAR,,153,,,,1,,,,,420,2,,TO_RENOVATE
10314968,Sint-Denijs-Westrem,9051,Derbystraat,110,51.0236314,3.6944542,APARTMENT,APARTMENT,98000,BUY_REGULAR,,69,,,,0,1,,,,,,1,AS_NEW
10269995,Messancy Wolkrange,6780,Rue des Tilleuls,9,49.6314113,5.8008628,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10899470,Meise,1860,Notelareweg,15,50.937752,4.3265532,HOUSE,HOUSE,349000,BUY_REGULAR,12,130,SEMI_EQUIPPED,1,,0,1,10,1,21,156,,,
11156616,Gent Sint-Amandsberg,9040,Heiveldstraat,237,51.0649028,3.7612397,APARTMENT,APARTMENT,385000,BUY_REGULAR,,126,INSTALLED,1,0,0,1,12,,,,3,0,JUST_RENOVATED
11145880,Gentbrugge,9050,Kerkstraat,210,51.0434931,3.7460687,HOUSE,HOUSE,445000,BUY_REGULAR,15,247,,,,0,,,,,140,,,
11143135,PUURS,2870,R. Verbelenstraat,32,51.0788091,4.276546,APARTMENT,APARTMENT,398000,BUY_REGULAR,,177,INSTALLED,1,,1,1,47,,,,,,GOOD
10854773,Middelkerke,8430,Parklaan,1A,51.1707116,2.7804828,APARTMENT,FLAT_STUDIO,90000,BUY_REGULAR,8,28,,,,0,,,,,,,,
11155633,GERAARDSBERGEN,9500,Gentsestraat,75/77,50.7754149,3.8744175,HOUSE,HOUSE,499000,BUY_REGULAR,,563,SEMI_EQUIPPED,1,,0,1,10,,,420,2,,GOOD
11143114,Antwerpen,2000,Vlaamsekaai,92,51.205055,4.3853474,APARTMENT,APARTMENT,699500,BUY_REGULAR,,120,INSTALLED,1,,1,1,12,,,,2,,AS_NEW
10978215,Bornem,2880,Barelstraat,105,51.0925601,4.2337777,APARTMENT,APARTMENT,465000,BUY_REGULAR,,115,INSTALLED,1,,0,1,38,,,,2,,AS_NEW
11155719,Lommel,3920,Kloosterstraat,214,51.2318792,5.3294234,HOUSE,HOUSE,315000,BUY_REGULAR,,141,INSTALLED,1,,1,,,1,102,337,4,,GOOD
11081634,Elsene,1050,,,,,APARTMENT,PENTHOUSE,820000,BUY_REGULAR,,164,INSTALLED,1,0,0,1,20,,,,,0,AS_NEW
11153862,DESTELBERGEN,9070,Ter Meerenlaan,5,51.0558957,3.7784336,HOUSE,HOUSE,750000,BUY_REGULAR,,229,INSTALLED,1,,0,,,,,1150,4,,GOOD
11142596,Waver,1300,Place de la Loriette,7,50.7177173,4.6036373,HOUSE,HOUSE,245000,BUY_REGULAR,,110,SEMI_EQUIPPED,1,,1,1,20,,,150,2,,
11155577,Hasselt,3500,Elzenstraat,6 bus 1,50.9259678,5.3309102,APARTMENT,GROUND_FLOOR,149000,BUY_REGULAR,,50,INSTALLED,1,,1,,,,,,2,,TO_BE_DONE_UP
10953975,Eigenbrakel,1420,,,,,APARTMENT,APARTMENT,476200,BUY_REGULAR,,133,USA_HYPER_EQUIPPED,1,0,0,1,18,,,,2,0,AS_NEW
11083571,La Louvière,7100,Rue Charles Plisnier,13,50.4815293,4.1990644,APARTMENT,DUPLEX,149000,BUY_REGULAR,,67,INSTALLED,1,0,0,1,7,,,,2,,GOOD
11158589,BRUXELLES,1000,Chaussée de Boondael,341,50.8185931,4.3838131,APARTMENT,APARTMENT,295000,BUY_REGULAR,,75,,,,1,,,,,,2,,TO_BE_DONE_UP
11156078,Antwerpen,2000,Italiëlei,219,51.2210868,4.4170135,APARTMENT,APARTMENT,289000,BUY_REGULAR,,122,SEMI_EQUIPPED,1,,1,1,6,1,,,2,,TO_BE_DONE_UP
10980937,Jette,1090,Place Jean Gabin,6,50.8895345,4.314105,APARTMENT,APARTMENT,349000,BUY_REGULAR,,112,,1,0,0,1,4,,,,2,0,
11155978,Antwerpen,2000,Italiëlei,37,51.228389,4.4143374,APARTMENT,APARTMENT,239000,BUY_REGULAR,,101,SEMI_EQUIPPED,1,,1,1,3,,,,2,,TO_BE_DONE_UP
10906690,Elsene,1050,Rue du Brochet,42,50.8333302,4.3804046,APARTMENT,APARTMENT,298000,BUY_REGULAR,,67,SEMI_EQUIPPED,1,,1,1,3,1,,,2,,
