property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building
11153449,Sint-Pieters-Leeuw,1601,Laekebeeklaan,63,50.7824658,4.2942879,APARTMENT,APARTMENT,184000,BUY_REGULAR,,60,,,,0,1,6,,,,2,,
11144740,Oostende,8400,Groenendaallaan,13 A0,51.2114421,2.88182,APARTMENT,APARTMENT,180000,BUY_REGULAR,1,70,,,,0,,,,,,,,
10890411,Tielt (8700),8700,Beernegemstraat,4,50.9963006,3.3315412,APARTMENT,APARTMENT,282500,BUY_REGULAR,13,108,,,,0,1,21,,,,,,
11077083,Westende,8434,Badenlaan,102,51.168484,2.7763641,APARTMENT,FLAT_STUDIO,98000,BUY_REGULAR,7,31,,1,,0,1,3,,,,,,
11147968,Fléron Retinne,4621,Rue de Lonette,15,50.6321723,5.6894917,APARTMENT,PENTHOUSE,425000,BUY_REGULAR,,180,INSTALLED,1,0,0,1,4,1,1309,,3,0,JUST_RENOVATED
11136358,Ukkel,1180,Avenue Mozart 92,,50.8104183,4.3370898,APARTMENT,APARTMENT,320000,BUY_REGULAR,,85,INSTALLED,1,0,0,,,,,,2,,
11154790,Geel,2440,Van Hoornestraat,2,51.1118919,4.977744,HOUSE,HOUSE,320000,BUY_REGULAR,,223,SEMI_EQUIPPED,1,,1,1,,1,,819,4,,TO_BE_DONE_UP
10813778,Puurs-Sint-Amands,2870,St.-Katharinastraat,17,51.0804152,4.3261165,APARTMENT,APARTMENT,750000,BUY_REGULAR,1,355,,,,0,,,,,,3,,GOOD
11151935,Zoersel,2980,Antwerpsedreef,92,51.2642609,4.6662113,HOUSE,HOUSE,365000,BUY_REGULAR,,181,,,,1,,,1,,1120,4,,TO_RENOVATE
11145973,Aalst,9300,Nieuwbeekstraat,1,50.937318,4.0285337,APARTMENT,GROUND_FLOOR,225000,BUY_REGULAR,2,50,,1,,0,1,8,,,,,,JUST_RENOVATED
10960531,Knokke-Heist,8300,Zeedijk-Het Zoute,812,51.35653,3.304869,APARTMENT,APARTMENT,2195000,BUY_REGULAR,4,110,USA_HYPER_EQUIPPED,1,,0,1,,,,,2,0,AS_NEW
10900957,Woluwe-Saint-Lambert,1200,Chemin des 2 maisons,72-80,50.8413882,4.4600082,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11041352,Antwerpen,2050,Maria van Sinaplein,"1,301",51.2189496,4.3638432,APARTMENT,APARTMENT,472300,BUY_REGULAR,,121,,,,0,1,23,,,,3,0,AS_NEW
11140818,Néchin,7730,,,,,HOUSE,HOUSE,265000,BUY_REGULAR,,173,INSTALLED,1,0,0,1,40,1,230,460,2,0,AS_NEW
11146447,Sint-Pieters-Leeuw,1600,,,,,APARTMENT,GROUND_FLOOR,259000,BUY_REGULAR,,,NOT_INSTALLED,1,0,0,1,,,,,2,0,TO_BE_DONE_UP
11039894,Mortsel,2640,Deurnestraat,160,51.1788217,4.4461098,APARTMENT,GROUND_FLOOR,325000,BUY_REGULAR,,115,INSTALLED,1,,1,1,13,1,40,,2,0,GOOD
11158606,Maldegem,9990,Thijskensstraat,64,51.1853937,3.4424597,HOUSE,HOUSE,348000,BUY_REGULAR,9,,,,,0,,,,,226,,,GOOD
11160949,Bachte-Maria-Leerne,9800,Leernsesteenweg,110,51.004744,3.5650699,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11160617,Zellik,1731,,,,,HOUSE,HOUSE,460000,BUY_REGULAR,,200,INSTALLED,1,,1,1,30,1,40,198,3,,
11163091,Turnhout,2300,Bareelstraat,43,51.3230738,4.9364092,HOUSE,HOUSE,289000,BUY_REGULAR,,169,,1,,1,,,1,,123,3,,JUST_RENOVATED
11039954,Knokke-Zoute,8300,Kustlaan,76,51.3540845,3.2966071,APARTMENT,APARTMENT,1595000,BUY_REGULAR,16,128,HYPER_EQUIPPED,1,,0,,,,,,4,,
10813351,Knokke-Heist,8300,Cassiersstraat,10,51.343386,3.2877107,APARTMENT,APARTMENT,725000,BUY_REGULAR,,84,USA_HYPER_EQUIPPED,1,0,0,1,7,,,,2,0,
10514292,Ukkel,1180,,,,,HOUSE,VILLA,1950000,BUY_REGULAR,5,729,,,0,0,1,,,,1250,4,,
11143387,Zwalm,9630,Peperstraat,1B,50.8943069,3.6881107,HOUSE,VILLA,611392,BUY_REGULAR,10,,HYPER_EQUIPPED,1,,0,,,,,1075,,,GOOD
10272560,Wijnegem,2110,Stokerijstraat,29,51.2230048,4.5465837,APARTMENT,DUPLEX,1226780,BUY_REGULAR,3,216,,,,0,1,11,,,,3,,AS_NEW
11119913,Assebroek,8310,,,,,APARTMENT,PENTHOUSE,1130000,BUY_REGULAR,14,281,HYPER_EQUIPPED,1,,0,1,176,1,176,,3,,GOOD
11158388,WANNEBECQ,7861,Rue Terraque,19/2,50.6956187,3.8006396,HOUSE,HOUSE,299950,BUY_REGULAR,,115,SEMI_EQUIPPED,1,,1,1,,,,610,3,,
10277516,Deerlijk,8540,Waregemstraat,533,50.8611842,3.3817954,APARTMENT,APARTMENT,236000,BUY_REGULAR,,130,,1,,1,1,30,1,,,,,GOOD
11145269,Temse,9140,Burgemeester Achiel Heymanstraat,8 A,51.1136788,4.171685,APARTMENT,APARTMENT,315000,BUY_REGULAR,1,97,,,,0,,,,,,4,,GOOD
11120200,Deurne (Antwerpen),2100,Schotensesteenweg,409,51.2297525,4.4826011,APARTMENT,APARTMENT,389000,BUY_REGULAR,,142,,,0,0,,,1,195,,2,0,GOOD
11152161,Kasterlee,2460,Kattenberg,44,51.245966,4.9669713,HOUSE,BUNGALOW,275000,BUY_REGULAR,,151,SEMI_EQUIPPED,1,,1,1,,1,,450,4,,TO_BE_DONE_UP
11159701,Elsene,1050,Rue Souveraine,39,50.8327815,4.3641991,APARTMENT,APARTMENT,405000,BUY_REGULAR,,75,USA_HYPER_EQUIPPED,1,0,0,,,,,,4,0,AS_NEW
11145660,Menen,8930,Kardinaal Cardijnlaan,9,50.803539,3.110687,APARTMENT,APARTMENT,199000,BUY_REGULAR,9,146,,,,0,,,,,,,,TO_RENOVATE
11154750,Hamme,9220,Hofterbossen,38,51.0970237,4.1411785,HOUSE,HOUSE,219900,BUY_REGULAR,1,160,,,,0,,,,,140,3,,GOOD
11162128,Deinze,9800,Ridderstraat,3,50.9813199,3.5755661,HOUSE,HOUSE,378500,BUY_REGULAR,,123,USA_HYPER_EQUIPPED,1,0,0,1,,,,175,2,0,AS_NEW
11136973,Hasselt,3500,Bampslaan,7,50.9301492,5.3317664,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11066306,Ukkel,1180,Chaussée de Waterloo,843,50.8097225,4.3693003,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11162333,Leuven,3000,Constantin Meunierstraat,58,50.8697106,4.7011002,HOUSE,HOUSE,995000,BUY_REGULAR,,206,INSTALLED,1,0,0,1,19,,,115,2,,AS_NEW
11149784,Oostende,8400,Steensedijk,481,51.2081549,2.8963366,HOUSE,HOUSE,445000,BUY_REGULAR,17,236,,,,0,,,,,191,,,
10878092,Ranst,2520,Eksterlaan,27,51.1863676,4.5548683,APARTMENT,FLAT_STUDIO,185000,BUY_REGULAR,,50,HYPER_EQUIPPED,1,,0,1,12,,,,3,0,AS_NEW
11146128,Antwerpen,2018,Justitiestraat,"4,A7",51.20872,4.40518,APARTMENT,APARTMENT,199900,BUY_REGULAR,,53,INSTALLED,1,,0,1,3,,,,2,,
10867204,Aalst,9300,Bredestraat,371,50.9594239,4.0533697,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10828746,Kraainem,1950,Arthur Dezangrélaan,2,50.8622516,4.4645495,APARTMENT,DUPLEX,395000,BUY_REGULAR,,140,USA_HYPER_EQUIPPED,1,0,0,1,10,,,,,0,AS_NEW
11149584,SCHAERBEEK,1030,,,,,APARTMENT,APARTMENT,295000,BUY_REGULAR,,92,SEMI_EQUIPPED,1,,0,1,3,,,,2,,TO_BE_DONE_UP
11133922,Namen,5000,Rue Nanon,1-3,50.4717855,4.8651448,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11153017,Kessel,2560,Kessel-Dorp,95,51.1403599,4.6312648,HOUSE,HOUSE,379000,BUY_REGULAR,12,170,HYPER_EQUIPPED,1,,0,,,,,105,,,
11094723,Pont à Celles,6230,Rue Alfred Lanser 1-3,A1.2.1,50.504318,4.3841702,APARTMENT,APARTMENT,223915,BUY_REGULAR,,86,,,0,0,1,6,,,,2,0,GOOD
11036933,Gent,9000,Raymonde de Larochelaan,1,51.0274241,3.696983,APARTMENT,APARTMENT,315000,BUY_REGULAR,4,81,HYPER_EQUIPPED,1,,0,1,10,,,,,,GOOD
11142978,Sint-Amandsberg,9040,Doornakkerstraat,88,51.0540999,3.7476142,HOUSE,HOUSE,199000,BUY_REGULAR,,80,INSTALLED,1,0,0,,,,,50,2,0,TO_BE_DONE_UP
10844870,Elsene,1050,Godecharlestraat,8,50.8371318,4.3729927,APARTMENT,APARTMENT,325000,BUY_REGULAR,,63,USA_HYPER_EQUIPPED,1,1,0,1,12,,,,2,,AS_NEW
10962110,Diest,3290,Oudebaan,140,50.97348,5.0703213,HOUSE,HOUSE,239000,BUY_REGULAR,18,190,INSTALLED,1,,0,,,1,300,477,,,
11006677,Brugge,8000,Verbrand Nieuwland,10E,51.2103062,3.2337228,APARTMENT,GROUND_FLOOR,395000,BUY_REGULAR,,118,USA_HYPER_EQUIPPED,1,0,0,1,11,1,22,,,0,AS_NEW
11156640,Honnelles Roisin,7387,Rue de la Petite Houlette,2,50.3283392,3.6860881,HOUSE,HOUSE,185000,BUY_REGULAR,,140,INSTALLED,1,0,0,,,,,100,2,,JUST_RENOVATED
11154120,Vorst,1190,Avenue Brugmann,92,50.8187263,4.3514158,HOUSE,MANSION,1325000,BUY_REGULAR,5,350,HYPER_EQUIPPED,1,0,0,1,20,1,50,150,2,0,AS_NEW
11156508,Knokke-Heist,8300,,,,,APARTMENT,APARTMENT,625000,BUY_REGULAR,,86,HYPER_EQUIPPED,1,1,0,1,,,,,2,0,AS_NEW
11047199,Blankenberge,8370,Maurice Devriendtlaan,53,51.3172729,3.1423288,APARTMENT,APARTMENT,750000,BUY_REGULAR,9,200,HYPER_EQUIPPED,1,,0,1,19,,,,,,GOOD
11036712,Cadzand,4506,Boulevard de Wielingen,1,,,APARTMENT,GROUND_FLOOR,2650000,BUY_REGULAR,3,175,,,,1,1,,,,,2,,GOOD
11074162,Deurne (2100),2100,Herentalsebaan,11a,51.2105929,4.4533643,APARTMENT,LOFT,595000,BUY_REGULAR,11,225,HYPER_EQUIPPED,1,,0,1,12,,,,,,
11137373,Knokke,8300,Ieperstraat,2,51.3531347,3.2928802,APARTMENT,APARTMENT,815000,BUY_REGULAR,11,76,,,,0,,,,,,,,TO_RENOVATE
11159896,SINT-AMANDSBERG,9040,,,,,APARTMENT,APARTMENT,175500,BUY_REGULAR,,42,SEMI_EQUIPPED,1,0,0,,,,,,,0,GOOD
11080873,De Panne,8660,Zeedijk,63,51.1015703,2.585855,APARTMENT,APARTMENT,325000,BUY_REGULAR,8,62,INSTALLED,1,,0,,,,,,,,
11022972,Woluwe-Saint-Lambert,1200,Allee Christian de Duve,15,50.8530932,4.4289661,APARTMENT,APARTMENT,540000,BUY_REGULAR,,120,USA_HYPER_EQUIPPED,1,0,0,1,10,,,,3,0,AS_NEW
11035872,Gavere,9890,Sint-Rochuswegel,1 E,50.9306596,3.6613974,APARTMENT,APARTMENT,175000,BUY_REGULAR,1,,,,,0,,,,,,2,,GOOD
11065227,Aalst,9300,Boudewijnlaan,131,50.9446958,4.0224425,APARTMENT,APARTMENT,285000,BUY_REGULAR,,128,INSTALLED,1,0,0,1,,,,,,0,GOOD
11077335,Etterbeek,1040,Promenade Hippolyte Rolin,20,50.8274498,4.3975527,APARTMENT,PENTHOUSE,525000,BUY_REGULAR,,156,USA_HYPER_EQUIPPED,1,0,0,1,15,,,,3,0,AS_NEW
11155691,Oedelem,8730,Melkweg,3,51.1736963,3.3391132,HOUSE,HOUSE,459000,BUY_REGULAR,14,136,,,,0,,,,,313,,,
10292424,Tienen,3300,Alexianenweg,17 bus C32,50.8087809,4.9412418,APARTMENT,APARTMENT,230800,BUY_REGULAR,10,81,INSTALLED,1,,0,1,4,,,,,,
11161953,Haaltert,9450,Herlinckhove,3,50.8654842,3.9938037,HOUSE,BUNGALOW,399000,BUY_REGULAR,,163,HYPER_EQUIPPED,1,0,0,1,42,1,770,1058,4,,GOOD
10503300,Bruxelles,1000,Coudenberg,70,50.8431177,4.3586166,APARTMENT,FLAT_STUDIO,345000,BUY_REGULAR,,58,USA_INSTALLED,1,0,0,,,,,,2,0,JUST_RENOVATED
11155497,Vilvoorde,1800,Olmstraat,16,50.9288412,4.4338003,HOUSE,HOUSE,439000,BUY_REGULAR,10,158,,1,,0,,,,,171,,,
11143735,Mol,2400,F.S. Emsenslaan,25,51.2190279,5.2135879,HOUSE,HOUSE,385000,BUY_REGULAR,,172,INSTALLED,1,,0,,,,,1869,4,,JUST_RENOVATED
11158110,Deurne,2100,Van Loenoutstraat,70,51.2199501,4.4743351,APARTMENT,DUPLEX,229000,BUY_REGULAR,,100,INSTALLED,1,0,0,1,11,1,15,,2,0,TO_BE_DONE_UP
11158988,Bruxelles,1020,Avenue du Forum,1,50.898142,4.3548064,APARTMENT,APARTMENT,199000,BUY_REGULAR,,78,INSTALLED,1,0,0,1,10,,,,2,0,GOOD
11156331,Schilde,2970,Waterstraat,35,51.2527742,4.6010226,HOUSE,HOUSE,719000,BUY_REGULAR,,224,INSTALLED,1,,1,1,,1,,2023,4,,AS_NEW
11143394,Antwerpen (2000),2000,Mechelsesteenweg,30,51.2102226,4.4077247,APARTMENT,PENTHOUSE,945000,BUY_REGULAR,21,165,HYPER_EQUIPPED,1,,0,1,20,,,,,,
11158457,Herzele,9550,Stationsstraat,245,50.8976089,3.8803574,APARTMENT,APARTMENT,194700,BUY_REGULAR,6,80,INSTALLED,1,,0,,,,,,,,
11153706,De Panne,8660,Duinkerkelaan,75,51.0997378,2.5844045,APARTMENT,APARTMENT,245000,BUY_REGULAR,,68,,,1,0,,,,,,2,0,
10380102,ANDERLECHT,1070,Avenue Docteur Lemoine,7,50.8273151,4.2840867,APARTMENT,APARTMENT,149000,BUY_REGULAR,,55,SEMI_EQUIPPED,1,,0,1,7,,,,,,GOOD
11154192,Seraing,4100,Rue de la Paix,48,50.6048907,5.5127854,HOUSE,HOUSE,120000,BUY_REGULAR,,130,SEMI_EQUIPPED,1,0,0,1,24,,,265,2,0,GOOD
11161367,Leopoldsburg,3970,Berkenlaan,112,51.1203238,5.2500051,HOUSE,HOUSE,275000,BUY_REGULAR,,227,,,,1,,,,,968,4,,
11151516,Middelkerke,8430,Zeedijk,67,51.1889156,2.8168898,APARTMENT,APARTMENT,285000,BUY_REGULAR,,42,HYPER_EQUIPPED,1,0,0,,,,,,2,,AS_NEW
11147505,Temse,9140,Oeverstraat,83,51.1258449,4.2086755,HOUSE,HOUSE,620000,BUY_REGULAR,1,336,,,,0,1,,,,550,4,,GOOD
11148330,Dendermonde,9200,Koning Boudewijnlaan,39,51.0346701,4.0837444,HOUSE,HOUSE,345000,BUY_REGULAR,,117,INSTALLED,1,,0,,,,,135,2,,
11145474,Sint-Laureins,9980,Mollekot,43,51.2880734,3.6407731,HOUSE,HOUSE,185000,BUY_REGULAR,9,127,,,,0,,,,,798,,,TO_RENOVATE
11151510,Tremelo,3120,Bollobos,13,51.0076375,4.7221129,HOUSE,HOUSE,389000,BUY_REGULAR,,270,INSTALLED,1,,1,1,,1,,600,4,,GOOD
9701385,Oudenaarde,9700,Beverestraat,26,50.8481227,3.5999601,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10665968,De Panne,8660,Koninklijke Baan,29,51.0958652,2.5853559,APARTMENT,APARTMENT,289000,BUY_REGULAR,8,72,INSTALLED,1,,0,,,,,,,,
11155683,Antwerpen,2060,Merksemsestraat,7,51.2360024,4.4249059,HOUSE,HOUSE,179000,BUY_REGULAR,,180,,,0,0,,,1,21,0,2,,TO_RENOVATE
10989162,Ukkel,1180,,,,,APARTMENT,APARTMENT,1850000,BUY_REGULAR,4,200,USA_HYPER_EQUIPPED,1,0,0,1,140,,,,4,,AS_NEW
10804471,Knokke,8300,Duinviooltjesstraat,,51.349674,3.2915716,APARTMENT,DUPLEX,1145000,BUY_REGULAR,1,158,,,,0,,,,,,,,GOOD
11153303,Kortrijk,8500,Groeningelaan,19,50.8298395,3.2751666,APARTMENT,APARTMENT,299000,BUY_REGULAR,,88,HYPER_EQUIPPED,1,,0,1,6,,,,2,0,JUST_RENOVATED
10896508,Brasschaat,2930,Lemmelei,1,51.2859735,4.4834498,APARTMENT,DUPLEX,599000,BUY_REGULAR,,220,USA_INSTALLED,1,0,0,1,18,,,,3,,TO_BE_DONE_UP
10325129,Ukkel,1180,Avenue Circulaire,104,50.7965395,4.3611768,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11152997,Zwijndrecht,2070,Pastoor Coplaan,33,51.2119633,4.332682,APARTMENT,APARTMENT,280320,BUY_REGULAR,8,89,,,,0,,,,,,,,
11083297,ANTWERPEN,2018,Brederodestraat,184,51.2010172,4.3907475,APARTMENT,APARTMENT,30000,LIFE_ANNUITY,,70,HYPER_EQUIPPED,1,,0,1,,,,,2,,JUST_RENOVATED
11161484,Gent,9000,Henri Dunantlaan,12,51.0511148,3.6999969,APARTMENT,APARTMENT,585000,BUY_REGULAR,14,141,,,,0,1,15,,,,,,
11131920,Liedekerke,1770,Houtmarktstraat,71,50.8684611,4.0789709,APARTMENT,APARTMENT,314000,BUY_REGULAR,,96,HYPER_EQUIPPED,1,,1,1,10,,,,4,,
10847466,Spa,4900,Avenue Reine Astrid,102,50.491263,5.8578285,APARTMENT,DUPLEX,460000,BUY_REGULAR,13,195,HYPER_EQUIPPED,1,,0,1,12,,,,,,GOOD
11146604,Aywaille,4920,Rue de Spa,201,50.4845618,5.7458942,HOUSE,HOUSE,330000,BUY_REGULAR,,150,NOT_INSTALLED,1,0,0,1,10,1,279,369,3,0,
11152829,KONINGSHOOIKT,2500,Liersebaan,32,51.0994348,4.6074684,HOUSE,HOUSE,265000,BUY_REGULAR,,125,SEMI_EQUIPPED,1,,1,,,1,285,465,2,,TO_BE_DONE_UP
11157156,Molenbeek-Saint-Jean,1080,Avenue Carl Requette,49,50.8556902,4.3030802,APARTMENT,APARTMENT,205000,BUY_REGULAR,,50,INSTALLED,1,0,0,1,4,,,,2,0,AS_NEW
11156976,Roeselare,8800,Sint-Amandsstraat,108,50.9494821,3.1283953,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11162862,Merksem,2170,Leiebos,21,51.2560547,4.4597968,APARTMENT,APARTMENT,179500,BUY_REGULAR,,68,,,,1,1,,,,,3,,AS_NEW
10952643,Ukkel,1180,,,,,APARTMENT,DUPLEX,1195000,BUY_REGULAR,4,267,HYPER_EQUIPPED,1,0,0,1,20,,,,3,1,AS_NEW
10985066,Wommelgem,2160,Kerkplaats,21-22,51.2038723,4.5239517,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11142768,Beveren,9120,Yzerhand,22,51.2158653,4.2519533,HOUSE,HOUSE,325000,BUY_REGULAR,,220,,1,0,0,1,12,,,104,2,0,
11158822,Mechelen,2800,Leestsesteenweg,108,51.0383906,4.4345067,HOUSE,HOUSE,248000,BUY_REGULAR,12,132,INSTALLED,1,,0,,,,,127,,,
11147560,Lier,2500,Paul Krugerstraat,99-109,51.1251815,4.5834699,APARTMENT,APARTMENT,229352,BUY_REGULAR,,77,INSTALLED,1,,1,1,10,,,,2,,
11155545,Sint-Kruis,8310,Maalse Steenweg,482,51.2074689,3.2836426,HOUSE,VILLA,995000,BUY_REGULAR,8,367,HYPER_EQUIPPED,1,,0,,,1,735,1455,4,,GOOD
11145532,Deinze,9800,Henriette Chaumatstraat,69,50.9834488,3.5740038,HOUSE,HOUSE,312770,BUY_REGULAR,10,,,,,0,,,,,0,,,
11120131,Seraing,4101,Rue des Colombières,11,50.6213866,5.5056411,APARTMENT,APARTMENT,235000,BUY_REGULAR,,100,SEMI_EQUIPPED,1,0,0,1,10,1,27000,,4,0,GOOD
11151079,REBECQ,1430,,,,,HOUSE,HOUSE,150000,BUY_REGULAR,,,NOT_INSTALLED,1,,1,,,,,0,2,,TO_RENOVATE
11144494,Antwerpen 2,2020,,,,,HOUSE,HOUSE,369000,BUY_REGULAR,,,USA_INSTALLED,1,,0,1,,1,64,145,2,,AS_NEW
10930148,Woluwe-Saint-Pierre,1150,Rue Pierre Delacroix,24,50.8329125,4.4393309,APARTMENT,PENTHOUSE,199000,BUY_REGULAR,,36,INSTALLED,1,0,0,1,4,,,,3,0,AS_NEW
11146587,Hornu,7301,,,,,HOUSE,HOUSE,89000,BUY_REGULAR,,120,INSTALLED,1,0,0,1,,1,80,175,2,0,TO_RENOVATE
11102345,Blankenberge,8370,Rogierlaan,13,51.3164158,3.132917,APARTMENT,APARTMENT,169500,BUY_REGULAR,1,63,,,,0,,,,,,,,GOOD
11159899,Gent,9000,gebroeders de smetstraat,126,51.0634897,3.7048241,HOUSE,HOUSE,299000,BUY_REGULAR,,121,INSTALLED,1,0,0,,,,,0,,0,AS_NEW
11159360,Antwerpen,2018,Brialmontlei,4,51.2097021,4.4195515,HOUSE,HOUSE,1100000,BUY_REGULAR,,350,USA_INSTALLED,1,,1,1,12,1,140,280,2,0,GOOD
11153045,De Panne,8660,Ollevierlaan,8,51.0982812,2.5939649,APARTMENT,PENTHOUSE,419000,BUY_REGULAR,10,93,,,,0,1,,,,,,,GOOD
11138016,Ninove,9400,,,,,APARTMENT,APARTMENT,130000,BUY_REGULAR,,70,HYPER_EQUIPPED,1,,0,,,,,,3,,
11146448,Duffel,2570,Voogdijstraat,1,51.0949927,4.5118407,HOUSE,HOUSE,169000,BUY_REGULAR,,90,INSTALLED,1,,0,,,,,135,3,0,TO_RENOVATE
11152063,AVERNAS-LE-BAUDUIN,4280,Rue de Grand Hallet,11,50.6957832,5.0747004,HOUSE,HOUSE,385000,BUY_REGULAR,,240,,,,1,,,,,500,4,,AS_NEW
11148839,Ham-sur-Heure-Nalinnes Nalinnes,6120,,,,,HOUSE,HOUSE,165000,BUY_REGULAR,,127,SEMI_EQUIPPED,1,0,0,,,1,431,545,2,0,TO_RENOVATE
11088822,ANTWERPEN 2000,2000,Vrijheidstraat,59,51.2104352,4.3981514,APARTMENT,PENTHOUSE,335000,BUY_REGULAR,,70,INSTALLED,1,,1,1,7,,,,,,GOOD
10923742,Knokke-Heist,8300,Leopoldlaan,12,51.347178,3.2873551,APARTMENT,APARTMENT,1015000,BUY_REGULAR,4,110,USA_HYPER_EQUIPPED,1,0,0,1,8,,,,2,0,JUST_RENOVATED
11140728,Aalst,9300,Peperstraat,14,50.9401597,4.0377244,APARTMENT,PENTHOUSE,569000,BUY_REGULAR,,205,USA_HYPER_EQUIPPED,1,0,0,1,,,,,3,0,AS_NEW
11146960,Brasschaat,2930,Kaartse Bossen,2B,51.3100675,4.4941773,HOUSE,HOUSE,820000,BUY_REGULAR,,255,,,,1,1,30,1,317,430,3,,
11087096,Borsbeek,2150,August van Putlei,53,51.196834,4.476968,APARTMENT,APARTMENT,295000,BUY_REGULAR,,114,SEMI_EQUIPPED,1,,1,1,15,1,135,,,,TO_RENOVATE
11162892,SINT-NIKLAAS,9100,Hendrik Consciencestraat,51,51.166645,4.127155,HOUSE,HOUSE,249000,BUY_REGULAR,,,INSTALLED,1,,0,,,,,0,2,,TO_RENOVATE
11150920,Namen,5000,Rue Jean-Baptiste Brabant,36,50.4649044,4.8724001,APARTMENT,APARTMENT,149000,BUY_REGULAR,,62,,1,0,0,,,,,,2,0,TO_RENOVATE
11075994,Dendermonde,9200,,,,,APARTMENT,GROUND_FLOOR,154000,BUY_REGULAR,,68,INSTALLED,1,0,0,,,1,50,,2,,AS_NEW
11162012,Geraardsbergen Moerbeke,9500,Brouwketelstraat,,50.752437,3.9179326,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11058021,Lede,9340,Grote Steenweg,197,50.9559745,3.904247,APARTMENT,APARTMENT,339000,BUY_REGULAR,,124,HYPER_EQUIPPED,1,0,0,1,,,,,4,,
11157309,FOREST,1190,Karreveldstraat,2,50.792268,4.3162614,HOUSE,HOUSE,370000,BUY_REGULAR,,180,,,,0,,,,,78,,,GOOD
10895996,HUY,4500,Rue du Vieux Pont,24,50.5192801,5.2342044,APARTMENT,APARTMENT,139500,BUY_REGULAR,,80,SEMI_EQUIPPED,1,,0,,,,,,2,,TO_BE_DONE_UP
11061431,Antwerpen,2000,Verlatstraat,10,51.2102855,4.3926412,APARTMENT,LOFT,698000,BUY_REGULAR,,144,,,,0,1,10,,,,2,0,AS_NEW
11051327,Berchem,2600,Marsstraat,57,51.2011878,4.4423192,APARTMENT,APARTMENT,215000,BUY_REGULAR,,80,INSTALLED,1,,0,,,,,,2,0,AS_NEW
11140923,Beauraing,5570,,,,,HOUSE,HOUSE,198000,BUY_REGULAR,,123,SEMI_EQUIPPED,1,0,0,1,,1,137,260,3,0,GOOD
11079607,Antwerpen,2020,Athenestraat,3,51.1815347,4.3846428,APARTMENT,GROUND_FLOOR,238000,BUY_REGULAR,,87,INSTALLED,1,,0,1,16,1,130,,2,0,GOOD
11159204,Bever,1547,Kamstraat,28,50.7185494,3.9503688,HOUSE,MIXED_USE_BUILDING,895000,BUY_REGULAR,,320,HYPER_EQUIPPED,1,,0,1,,,,5920,4,0,GOOD
11145789,Liedekerke,1770,,,,,HOUSE,HOUSE,525556,BUY_REGULAR,14,186,HYPER_EQUIPPED,1,,0,,,,,213,,,GOOD
11158268,AUVELAIS,5060,Rue Radache,maison 4,50.445621,4.6343614,HOUSE,HOUSE,315000,BUY_REGULAR,,251,NOT_INSTALLED,1,,0,1,,,,130,3,,
11112320,BRUXELLES,1000,Boulevard d'Anvers,10,50.856158,4.3540007,APARTMENT,FLAT_STUDIO,199000,BUY_REGULAR,,30,HYPER_EQUIPPED,1,,0,,,,,,2,0,
11141768,Stekene,9190,Regentiestraat,14,51.2050022,4.0734878,HOUSE,HOUSE,215000,BUY_REGULAR,,111,HYPER_EQUIPPED,1,0,0,,,,,130,2,0,
10768772,Moeskroen,7700,,,,,HOUSE,HOUSE,110000,BUY_REGULAR,,120,INSTALLED,1,0,0,1,,1,76,181,2,0,GOOD
11162948,TIELT-WINGE,3390,Bergstraat,34,50.9407745,4.9015825,HOUSE,HOUSE,349000,BUY_REGULAR,,180,SEMI_EQUIPPED,1,,0,1,,,,805,4,,TO_RENOVATE
11149063,Sleidinge,9940,Sleidinge-Dorp,33-41,51.1327884,3.6790739,APARTMENT,PENTHOUSE,445000,BUY_REGULAR,,122,HYPER_EQUIPPED,1,0,0,1,48,,,,2,0,AS_NEW
11160932,Menen,8930,,,,,HOUSE,HOUSE,125000,BUY_REGULAR,8,115,,1,,0,,,1,16,87,2,,TO_RENOVATE
